Label,Date,Value
Commercial and industrial loans,2008-06-30,18256000000.0
Commercial and industrial loans,2008-09-30,12148000000.0
Commercial and industrial loans,2008-12-31,6631000000.0
Commercial and industrial loans,2009-12-31,5915000000.0
Commercial and industrial loans,2011-06-30,5909000000.0
Commercial and industrial loans,2013-06-30,6810000000.0
Commercial and industrial loans,2018-12-31,6256000000.0
Commercial and industrial loans,2019-12-31,5987000000.0
Commercial and industrial loans,2022-03-31,6233000000.0
Commercial and industrial loans,2022-06-30,6344000000.0
Commercial and industrial loans,2023-03-31,7837000000.0
Commercial and industrial loans,2008-03-31,22150000000.0
Commercial and industrial loans,2008-06-30,21310000000.0
Commercial and industrial loans,2008-09-30,16675000000.0
Commercial and industrial loans,2008-12-31,11889000000.0
Commercial and industrial loans,2009-03-31,9229000000.0
Commercial and industrial loans,2009-06-30,9629000000.0
Commercial and industrial loans,2009-09-30,9527000000.0
Commercial and industrial loans,2009-12-31,8863000000.0
Commercial and industrial loans,2010-03-31,7598000000.0
Commercial and industrial loans,2011-03-31,8443000000.0
Commercial and industrial loans,2011-06-30,8489000000.0
Commercial and industrial loans,2011-09-30,7753000000.0
Commercial and industrial loans,2011-12-31,7115000000.0
Commercial and industrial loans,2012-03-31,6330000000.0
Commercial and industrial loans,2013-03-31,6468000000.0
Commercial and industrial loans,2013-06-30,8692000000.0
Commercial and industrial loans,2014-03-31,6904000000.0
Commercial and industrial loans,2014-09-30,6632000000.0
Commercial and industrial loans,2014-12-31,5911000000.0
Commercial and industrial loans,2018-06-30,6958000000.0
Commercial and industrial loans,2018-12-31,8110000000.0
Commercial and industrial loans,2019-12-31,7814000000.0
Commercial and industrial loans,2020-03-31,9922000000.0
Commercial and industrial loans,2020-09-30,6397000000.0
Commercial and industrial loans,2021-03-31,7621000000.0
Commercial and industrial loans,2021-06-30,8165000000.0
Commercial and industrial loans,2021-09-30,7174000000.0
Commercial and industrial loans,2021-12-31,8219000000.0
Commercial and industrial loans,2022-03-31,7948000000.0
Commercial and industrial loans,2022-06-30,8250000000.0
Commercial and industrial loans,2022-12-31,7530000000.0
Commercial and industrial loans,2023-03-31,10107000000.0
Commercial and industrial loans,2010-03-31,123604000000.0
Commercial and industrial loans,2010-06-30,123565000000.0
Commercial and industrial loans,2010-09-30,130077000000.0
Commercial and industrial loans,2010-12-31,132659000000.0
Commercial and industrial loans,2011-03-31,141047000000.0
Commercial and industrial loans,2011-06-30,143897000000.0
Commercial and industrial loans,2011-09-30,156929000000.0
Commercial and industrial loans,2011-12-31,153797000000.0
Commercial and industrial loans,2012-03-31,160482000000.0
Commercial and industrial loans,2012-06-30,166523000000.0
Commercial and industrial loans,2012-09-30,164544000000.0
Commercial and industrial loans,2012-12-31,172526000000.0
Commercial and industrial loans,2013-03-31,165055000000.0
Commercial and industrial loans,2013-06-30,172541000000.0
Commercial and industrial loans,2013-09-30,181524000000.0
Commercial and industrial loans,2013-12-31,167129000000.0
Commercial and industrial loans,2014-03-31,176837000000.0
Commercial and industrial loans,2014-06-30,173407000000.0
Commercial and industrial loans,2014-09-30,192302000000.0
Commercial and industrial loans,2014-12-31,195784000000.0
Commercial and industrial loans,2015-03-31,222442000000.0
Commercial and industrial loans,2015-06-30,223825000000.0
Commercial and industrial loans,2015-09-30,225107000000.0
Commercial and industrial loans,2015-12-31,242210000000.0
Commercial and industrial loans,2016-03-31,236827000000.0
Commercial and industrial loans,2016-06-30,231914000000.0
Commercial and industrial loans,2016-09-30,231558000000.0
Commercial and industrial loans,2016-12-31,248396000000.0
Commercial and industrial loans,2017-03-31,251072000000.0
Commercial and industrial loans,2017-06-30,252019000000.0
Commercial and industrial loans,2017-09-30,255099000000.0
Commercial and industrial loans,2017-12-31,255770000000.0
Commercial and industrial loans,2018-03-31,265603000000.0
Commercial and industrial loans,2018-06-30,284881000000.0
Commercial and industrial loans,2018-09-30,280267000000.0
Commercial and industrial loans,2018-12-31,268705000000.0
Commercial and industrial loans,2019-03-31,262338000000.0
Commercial and industrial loans,2019-06-30,272153000000.0
Commercial and industrial loans,2019-09-30,264995000000.0
Commercial and industrial loans,2019-12-31,273078000000.0
Commercial and industrial loans,2020-03-31,232266000000.0
Commercial and industrial loans,2020-06-30,255018000000.0
Commercial and industrial loans,2020-09-30,278685000000.0
Commercial and industrial loans,2020-12-31,289893000000.0
Commercial and industrial loans,2021-03-31,307118000000.0
Commercial and industrial loans,2021-06-30,330921000000.0
Commercial and industrial loans,2021-09-30,330626000000.0
Commercial and industrial loans,2021-12-31,319493000000.0
Commercial and industrial loans,2022-03-31,312873000000.0
Commercial and industrial loans,2022-06-30,308989000000.0
Commercial and industrial loans,2022-09-30,296093000000.0
Commercial and industrial loans,2022-12-31,299759000000.0
Commercial and industrial loans,2023-03-31,308921000000.0
Commercial and industrial loans,2001-03-31,33023000000.0
Commercial and industrial loans,2001-06-30,33290000000.0
Commercial and industrial loans,2001-09-30,33948000000.0
Commercial and industrial loans,2001-12-31,37807000000.0
Commercial and industrial loans,2002-03-31,34601000000.0
Commercial and industrial loans,2002-06-30,32549000000.0
Commercial and industrial loans,2002-09-30,31590000000.0
Commercial and industrial loans,2002-12-31,31174000000.0
Commercial and industrial loans,2003-03-31,29799000000.0
Commercial and industrial loans,2003-06-30,28193000000.0
Commercial and industrial loans,2003-09-30,36868000000.0
Commercial and industrial loans,2003-12-31,32687000000.0
Commercial and industrial loans,2004-03-31,23661000000.0
Commercial and industrial loans,2004-06-30,22508000000.0
Commercial and industrial loans,2004-09-30,21724000000.0
Commercial and industrial loans,2004-12-31,54375000000.0
Commercial and industrial loans,2005-03-31,53235000000.0
Commercial and industrial loans,2005-06-30,69710000000.0
Commercial and industrial loans,2005-09-30,70500000000.0
Commercial and industrial loans,2005-12-31,73343000000.0
Commercial and industrial loans,2006-03-31,75997000000.0
Commercial and industrial loans,2006-06-30,77730000000.0
Commercial and industrial loans,2006-09-30,70134000000.0
Commercial and industrial loans,2006-12-31,73566000000.0
Commercial and industrial loans,2007-03-31,75873000000.0
Commercial and industrial loans,2007-06-30,81451000000.0
Commercial and industrial loans,2007-09-30,82280000000.0
Commercial and industrial loans,2007-12-31,94592000000.0
Commercial and industrial loans,2008-03-31,92856000000.0
Commercial and industrial loans,2008-06-30,96679000000.0
Commercial and industrial loans,2008-09-30,95947000000.0
Commercial and industrial loans,2008-12-31,101767000000.0
Commercial and industrial loans,2009-03-31,96899000000.0
Commercial and industrial loans,2009-06-30,91472000000.0
Commercial and industrial loans,2009-09-30,84456000000.0
Commercial and industrial loans,2009-12-31,78288000000.0
Commercial and industrial loans,2010-03-31,75227000000.0
Commercial and industrial loans,2010-06-30,70095000000.0
Commercial and industrial loans,2010-09-30,69174000000.0
Commercial and industrial loans,2010-12-31,68913000000.0
Commercial and industrial loans,2011-03-31,69916000000.0
Commercial and industrial loans,2011-06-30,72026000000.0
Commercial and industrial loans,2011-09-30,72043000000.0
Commercial and industrial loans,2011-12-31,76265000000.0
Commercial and industrial loans,2012-03-31,79354000000.0
Commercial and industrial loans,2012-06-30,84459000000.0
Commercial and industrial loans,2012-09-30,84564000000.0
Commercial and industrial loans,2012-12-31,90003000000.0
Commercial and industrial loans,2013-03-31,90716000000.0
Commercial and industrial loans,2013-06-30,92765000000.0
Commercial and industrial loans,2013-09-30,87382000000.0
Commercial and industrial loans,2013-12-31,88758000000.0
Commercial and industrial loans,2014-03-31,90720000000.0
Commercial and industrial loans,2014-06-30,93514000000.0
Commercial and industrial loans,2014-09-30,92861000000.0
Commercial and industrial loans,2014-12-31,93366000000.0
Commercial and industrial loans,2015-03-31,99489000000.0
Commercial and industrial loans,2015-06-30,101259000000.0
Commercial and industrial loans,2015-09-30,101073000000.0
Commercial and industrial loans,2015-12-31,104213000000.0
Commercial and industrial loans,2016-03-31,111764000000.0
Commercial and industrial loans,2016-06-30,121303000000.0
Commercial and industrial loans,2016-09-30,122699000000.0
Commercial and industrial loans,2016-12-31,128071000000.0
Commercial and industrial loans,2017-03-31,128336000000.0
Commercial and industrial loans,2017-06-30,133786000000.0
Commercial and industrial loans,2017-09-30,127048000000.0
Commercial and industrial loans,2017-12-31,128765000000.0
Commercial and industrial loans,2018-03-31,130653000000.0
Commercial and industrial loans,2018-06-30,134335000000.0
Commercial and industrial loans,2018-09-30,134470000000.0
Commercial and industrial loans,2018-12-31,137276000000.0
Commercial and industrial loans,2019-03-31,143702000000.0
Commercial and industrial loans,2019-06-30,147652000000.0
Commercial and industrial loans,2019-09-30,145205000000.0
Commercial and industrial loans,2019-12-31,142355000000.0
Commercial and industrial loans,2020-03-31,147880000000.0
Commercial and industrial loans,2020-06-30,192591000000.0
Commercial and industrial loans,2020-09-30,169166000000.0
Commercial and industrial loans,2020-12-31,158015000000.0
Commercial and industrial loans,2021-03-31,158807000000.0
Commercial and industrial loans,2021-06-30,157951000000.0
Commercial and industrial loans,2021-09-30,141422000000.0
Commercial and industrial loans,2021-12-31,142048000000.0
Commercial and industrial loans,2022-03-31,144883000000.0
Commercial and industrial loans,2022-06-30,151303000000.0
Commercial and industrial loans,2022-09-30,157562000000.0
Commercial and industrial loans,2022-12-31,159878000000.0
Commercial and industrial loans,2023-03-31,163034000000.0
Commercial and industrial loans,2001-03-31,33752000000.0
Commercial and industrial loans,2001-06-30,33253000000.0
Commercial and industrial loans,2001-09-30,35477000000.0
Commercial and industrial loans,2001-12-31,34597000000.0
Commercial and industrial loans,2002-03-31,33084000000.0
Commercial and industrial loans,2002-06-30,31890000000.0
Commercial and industrial loans,2002-09-30,31436000000.0
Commercial and industrial loans,2002-12-31,30300000000.0
Commercial and industrial loans,2003-03-31,28666000000.0
Commercial and industrial loans,2003-06-30,26913000000.0
Commercial and industrial loans,2003-09-30,34704000000.0
Commercial and industrial loans,2003-12-31,27110000000.0
Commercial and industrial loans,2004-03-31,22839000000.0
Commercial and industrial loans,2004-06-30,22828000000.0
Commercial and industrial loans,2004-09-30,22477000000.0
Commercial and industrial loans,2004-12-31,52242000000.0
Commercial and industrial loans,2005-03-31,67621000000.0
Commercial and industrial loans,2005-06-30,67012000000.0
Commercial and industrial loans,2005-09-30,69681000000.0
Commercial and industrial loans,2005-12-31,72142000000.0
Commercial and industrial loans,2006-03-31,75161000000.0
Commercial and industrial loans,2006-06-30,65992000000.0
Commercial and industrial loans,2006-09-30,67121000000.0
Commercial and industrial loans,2006-12-31,69878000000.0
Commercial and industrial loans,2007-03-31,73504000000.0
Commercial and industrial loans,2007-06-30,72906000000.0
Commercial and industrial loans,2007-09-30,82554000000.0
Commercial and industrial loans,2007-12-31,92785000000.0
